original_index,configuration_index,example_index,scene_type,reference_object,target_object,target_pixel_count,reference_pixel_count,target_count_diff,target_count_ratio,reference_count_diff,reference_count_ratio
1545,9,297,Far Behind,CardboardBoxNoFlaps,Knight,4717,62477,-570,0.8921883866086627,12354,1.2464736747600902
1546,9,298,Far Behind,CardboardBoxNoFlaps,Lego,5364,62477,2968,2.2387312186978297,12344,1.2462250413899028
1547,9,299,Far Behind,CardboardBoxNoFlaps,Pineapple,4521,62477,219,1.0509065550906556,11845,1.2339429609732975
1548,9,300,Far Behind,CardboardBoxNoFlaps,PingPong,4524,62477,1787,1.6529046401169163,12546,1.2512667481123951
1549,9,301,Far Behind,CardboardBoxNoFlaps,Robot,4271,62477,972,1.294634737799333,12051,1.238983857533812
1550,9,302,Far Behind,CardboardBoxNoFlaps,RubberDuck,5507,62477,3571,2.84452479338843,11674,1.2297895793555498
1551,9,303,Far Behind,CardboardBoxNoFlaps,Teddy,6847,62477,-972,0.8756874280598542,13212,1.2681822795087792
1552,9,304,Far Behind,ShortBoxNoFlaps,BeachBall,6143,45557,304,1.0520637095393046,11050,1.3202248819080187
1553,9,305,Far Behind,ShortBoxNoFlaps,Knight,4717,45557,-570,0.8921883866086627,9640,1.2683965810062088
1554,9,306,Far Behind,ShortBoxNoFlaps,Lego,5364,45557,2968,2.2387312186978297,9630,1.2680435327191248
1555,9,307,Far Behind,ShortBoxNoFlaps,Pineapple,4521,45557,219,1.0509065550906556,9131,1.2506725964970076
1556,9,308,Far Behind,ShortBoxNoFlaps,PingPong,4524,45557,1787,1.6529046401169163,9832,1.2752134359692093
1557,9,309,Far Behind,ShortBoxNoFlaps,Robot,4271,45557,972,1.294634737799333,9337,1.2577857537272226
1558,9,310,Far Behind,ShortBoxNoFlaps,RubberDuck,5507,45557,3571,2.84452479338843,8960,1.2448288111047354
1559,9,311,Far Behind,ShortBoxNoFlaps,Teddy,6847,45557,-972,0.8756874280598542,10498,1.2994380900767277
1560,9,312,Far Behind,WoodenBasket,BeachBall,6143,54786,-3636,0.628182840781266,22731,1.7091249415067853
1561,9,313,Far Behind,WoodenBasket,Knight,4717,54786,-2620,0.642905819817364,19396,1.5480644249788076
1562,9,314,Far Behind,WoodenBasket,Lego,5364,54786,-1269,0.8086838534599728,21366,1.6393177737881508
1563,9,315,Far Behind,WoodenBasket,Pineapple,4521,54786,-1758,0.7200191113234592,18797,1.522298480091139
1564,9,316,Far Behind,WoodenBasket,PingPong,4524,54786,-1998,0.6936522539098436,21216,1.6319928507596069
1565,9,317,Far Behind,WoodenBasket,Robot,4271,54786,-706,0.858147478400643,18626,1.515099557522124
1566,9,318,Far Behind,WoodenBasket,RubberDuck,5507,54786,1466,1.3627814897302648,18741,1.5199334165626301
1567,9,319,Far Behind,WoodenBasket,Teddy,6847,54786,-3274,0.6765141784408655,20555,1.600479097893722
1568,9,288,Support,Basket,BeachBall,25452,42463,15036,2.443548387096774,13253,1.4537144813420062
1569,9,289,Support,Basket,Knight,16705,44149,9289,2.252562028047465,11218,1.3406516656038383
1570,9,290,Support,Basket,Lego,20237,44111,12812,2.7255218855218857,14279,1.478647090372754
1571,9,291,Support,Basket,Pineapple,15970,44175,9500,2.4683153013910357,10786,1.3230405223277126
1572,9,292,Support,Basket,PingPong,15428,47925,7950,2.06311848087724,17881,1.595160431367328
1573,9,293,Support,Basket,Robot,11263,46801,6196,2.222814288533649,13332,1.3983387612417462
1574,9,294,Support,Basket,RubberDuck,20191,40217,16161,5.010173697270472,6631,1.1974334544155303
1575,9,295,Support,Basket,Teddy,27939,40559,17523,2.682315668202765,8784,1.276443745082612
1576,9,296,Support,CardboardBoxNoFlaps,BeachBall,25452,51260,19613,4.358965576297311,2547,1.0522858374561206
1577,9,297,Support,CardboardBoxNoFlaps,Knight,15626,55917,10339,2.955551352373747,5794,1.1155956347385432
1578,9,298,Support,CardboardBoxNoFlaps,Lego,20237,51982,17841,8.446160267111853,1849,1.0368818941615303
1579,9,299,Support,CardboardBoxNoFlaps,Pineapple,15780,54647,11478,3.668061366806137,4015,1.0792976773581924
1580,9,300,Support,CardboardBoxNoFlaps,PingPong,15428,57642,12691,5.6368286445012785,7711,1.1544331177024294
1581,9,301,Support,CardboardBoxNoFlaps,Robot,10228,58556,6929,3.1003334343740527,8130,1.161226351485345
1582,9,302,Support,CardboardBoxNoFlaps,RubberDuck,19899,48956,17963,10.278409090909092,-1847,0.9636438792984666
1583,9,303,Support,CardboardBoxNoFlaps,Teddy,27411,49806,19592,3.50569126486763,541,1.0109814269765554
1584,9,304,Support,ShortBoxNoFlaps,BeachBall,25452,34560,19613,4.358965576297311,53,1.0015359202480656
1585,9,305,Support,ShortBoxNoFlaps,Knight,15626,39217,10339,2.955551352373747,3300,1.0918784976473537
1586,9,306,Support,ShortBoxNoFlaps,Lego,20237,35395,17841,8.446160267111853,-532,0.9851921952848832
1587,9,307,Support,ShortBoxNoFlaps,Pineapple,15780,37947,11478,3.668061366806137,1521,1.0417558886509637
1588,9,308,Support,ShortBoxNoFlaps,PingPong,15428,40942,12691,5.6368286445012785,5217,1.1460321903428972
1589,9,309,Support,ShortBoxNoFlaps,Robot,10228,41856,6929,3.1003334343740527,5636,1.1556046383213694
1590,9,310,Support,ShortBoxNoFlaps,RubberDuck,19897,32258,17961,10.277376033057852,-4339,0.8814383692652403
1591,9,311,Support,ShortBoxNoFlaps,Teddy,27399,33118,19580,3.5041565417572578,-1941,0.944636184717191
1592,9,312,Support,WoodenBasket,BeachBall,25452,48087,15673,2.602720114531138,16032,1.500140383715489
1593,9,313,Support,WoodenBasket,Knight,15826,51272,8489,2.1570124028894644,15882,1.4487708392201186
1594,9,314,Support,WoodenBasket,Lego,20237,49624,13604,3.050957334539424,16204,1.4848593656493119
1595,9,315,Support,WoodenBasket,Pineapple,15908,50228,9629,2.5335244465679247,14239,1.395648670427075
1596,9,316,Support,WoodenBasket,PingPong,15428,53834,8906,2.3655320453848514,20264,1.6036341971998809
1597,9,317,Support,WoodenBasket,Robot,10411,53945,5434,2.0918223829616234,17785,1.491841814159292
1598,9,318,Support,WoodenBasket,RubberDuck,20109,45849,16068,4.976243504083148,9804,1.271993341656263
1599,9,319,Support,WoodenBasket,Teddy,27704,46251,17583,2.7372789250074105,12020,1.3511437001548303
1600,10,320,Containment,Basket,BeachBall,10043,28958,0,1.0,0,1.0
1601,10,321,Containment,Basket,Knight,7054,32621,0,1.0,0,1.0
1602,10,322,Containment,Basket,Lego,7131,29553,0,1.0,0,1.0
1603,10,323,Containment,Basket,Pineapple,6164,32985,0,1.0,0,1.0
1604,10,324,Containment,Basket,PingPong,7083,29942,0,1.0,0,1.0
1605,10,325,Containment,Basket,Robot,4885,33050,0,1.0,0,1.0
1606,10,326,Containment,Basket,RubberDuck,3904,33096,0,1.0,0,1.0
1607,10,327,Containment,Basket,Teddy,10011,31478,0,1.0,0,1.0
1608,10,328,Containment,CardboardBoxNoFlaps,BeachBall,5624,48565,0,1.0,0,1.0
1609,10,329,Containment,CardboardBoxNoFlaps,Knight,5052,49961,0,1.0,0,1.0
1610,10,330,Containment,CardboardBoxNoFlaps,Lego,2320,49932,0,1.0,0,1.0
1611,10,331,Containment,CardboardBoxNoFlaps,Pineapple,4077,50418,0,1.0,0,1.0
1612,10,332,Containment,CardboardBoxNoFlaps,PingPong,2597,49772,0,1.0,0,1.0
1613,10,333,Containment,CardboardBoxNoFlaps,Robot,3192,50209,0,1.0,0,1.0
1614,10,334,Containment,CardboardBoxNoFlaps,RubberDuck,1885,50577,0,1.0,0,1.0
1615,10,335,Containment,CardboardBoxNoFlaps,Teddy,7512,49123,0,1.0,0,1.0
1616,10,336,Containment,ShortBoxNoFlaps,BeachBall,5625,34211,0,1.0,0,1.0
1617,10,337,Containment,ShortBoxNoFlaps,Knight,5053,35607,0,1.0,0,1.0
1618,10,338,Containment,ShortBoxNoFlaps,Lego,2321,35578,0,1.0,0,1.0
1619,10,339,Containment,ShortBoxNoFlaps,Pineapple,4078,36064,0,1.0,0,1.0
1620,10,340,Containment,ShortBoxNoFlaps,PingPong,2597,35419,0,1.0,0,1.0
1621,10,341,Containment,ShortBoxNoFlaps,Robot,3193,35855,0,1.0,0,1.0
1622,10,342,Containment,ShortBoxNoFlaps,RubberDuck,1886,36223,0,1.0,0,1.0
1623,10,343,Containment,ShortBoxNoFlaps,Teddy,7513,34769,0,1.0,0,1.0
1624,10,344,Containment,WoodenBasket,BeachBall,9403,31743,0,1.0,0,1.0
1625,10,345,Containment,WoodenBasket,Knight,6964,34998,0,1.0,0,1.0
1626,10,346,Containment,WoodenBasket,Lego,6348,33051,0,1.0,0,1.0
1627,10,347,Containment,WoodenBasket,Pineapple,5967,35529,0,1.0,0,1.0
1628,10,348,Containment,WoodenBasket,PingPong,6140,33335,0,1.0,0,1.0
1629,10,349,Containment,WoodenBasket,Robot,4795,35666,0,1.0,0,1.0
1630,10,350,Containment,WoodenBasket,RubberDuck,3843,35591,0,1.0,0,1.0
1631,10,351,Containment,WoodenBasket,Teddy,9716,33876,0,1.0,0,1.0
1632,10,320,High Containment,Basket,BeachBall,19964,27605,9921,1.9878522353878323,-1353,0.9532771600248636
1633,10,321,High Containment,Basket,Knight,11921,35672,4867,1.6899631414800114,3051,1.093528708500659
1634,10,322,High Containment,Basket,Lego,15893,31676,8762,2.2287196746599354,2123,1.0718370385409264
1635,10,323,High Containment,Basket,Pineapple,11775,35794,5611,1.9102855288773524,2809,1.0851599211762923
1636,10,324,High Containment,Basket,PingPong,11445,36124,4362,1.6158407454468446,6182,1.2064658339456282
1637,10,325,High Containment,Basket,Robot,8570,38999,3685,1.7543500511770727,5949,1.18
1638,10,326,High Containment,Basket,RubberDuck,15634,31935,11730,4.004610655737705,-1161,0.9649202320522118
1639,10,327,High Containment,Basket,Teddy,21056,26513,11045,2.103286384976526,-4965,0.8422707922993837
1640,10,328,High Containment,CardboardBoxNoFlaps,BeachBall,12813,48724,7189,2.2782716927453768,159,1.0032739627303613
1641,10,329,High Containment,CardboardBoxNoFlaps,Knight,7550,54434,2498,1.4944576405384007,4473,1.0895298332699506
1642,10,330,High Containment,CardboardBoxNoFlaps,Lego,9006,52508,6686,3.8818965517241377,2576,1.0515901626211648
1643,10,331,High Containment,CardboardBoxNoFlaps,Pineapple,7081,54711,3004,1.7368162864851606,4293,1.085148161370939
1644,10,332,High Containment,CardboardBoxNoFlaps,PingPong,9450,52064,6853,3.638814016172507,2292,1.0460499879450293
1645,10,333,High Containment,CardboardBoxNoFlaps,Robot,5799,55715,2607,1.8167293233082706,5506,1.1096616144515923
1646,10,334,High Containment,CardboardBoxNoFlaps,RubberDuck,7221,54293,5336,3.830769230769231,3716,1.0734721316013207
1647,10,335,High Containment,CardboardBoxNoFlaps,Teddy,13081,49608,5569,1.7413471778487752,485,1.009873175498239
1648,10,336,High Containment,ShortBoxNoFlaps,BeachBall,12817,31800,7192,2.2785777777777776,-2411,0.929525591184122
1649,10,337,High Containment,ShortBoxNoFlaps,Knight,7551,37513,2498,1.4943597862655849,1906,1.0535288005167522
1650,10,338,High Containment,ShortBoxNoFlaps,Lego,9011,35583,6690,3.882378285221887,5,1.0001405362864693
1651,10,339,High Containment,ShortBoxNoFlaps,Pineapple,7083,37789,3005,1.7368808239333007,1725,1.0478316326530612
1652,10,340,High Containment,ShortBoxNoFlaps,PingPong,9452,35142,6855,3.639584135541009,-277,0.9921793387729749
1653,10,341,High Containment,ShortBoxNoFlaps,Robot,5799,38795,2606,1.8161603507673034,2940,1.0819969320875749
1654,10,342,High Containment,ShortBoxNoFlaps,RubberDuck,7225,37369,5339,3.830858960763521,1146,1.0316373574800541
1655,10,343,High Containment,ShortBoxNoFlaps,Teddy,13085,32684,5572,1.741647810461866,-2085,0.9400327878282378
1656,10,344,High Containment,WoodenBasket,BeachBall,19661,33769,10258,2.090928427097735,2026,1.0638250952966009
1657,10,345,High Containment,WoodenBasket,Knight,11646,41790,4682,1.6723147616312464,6792,1.1940682324704268
1658,10,346,High Containment,WoodenBasket,Lego,15851,37404,9503,2.49700693131695,4353,1.1317055459744032
1659,10,347,High Containment,WoodenBasket,Pineapple,11541,41828,5574,1.9341377576671694,6299,1.177291789805511
1660,10,348,High Containment,WoodenBasket,PingPong,11445,41825,5305,1.8640065146579805,8490,1.254687265636718
1661,10,349,High Containment,WoodenBasket,Robot,8471,44866,3676,1.7666319082377477,9200,1.257948746705546
1662,10,350,High Containment,WoodenBasket,RubberDuck,15142,38065,11299,3.940150923757481,2474,1.0695119552695906
1663,10,351,High Containment,WoodenBasket,Teddy,20610,32881,10894,2.121243310004117,-995,0.9706281733380564
1664,10,320,Behind,Basket,BeachBall,8145,47569,-1898,0.8110126456238176,18611,1.6426894122522273
1665,10,321,Behind,Basket,Knight,4211,47569,-2843,0.5969662602778565,14948,1.4582324269642255
1666,10,322,Behind,Basket,Lego,4957,47569,-2174,0.6951339223110363,18016,1.6096166209860252
1667,10,323,Behind,Basket,Pineapple,4066,47569,-2098,0.6596365996106425,14584,1.4421403668334092
1668,10,324,Behind,Basket,PingPong,3572,47569,-3511,0.504306084992235,17627,1.5887048293367176
1669,10,325,Behind,Basket,Robot,2753,47569,-2132,0.5635619242579325,14519,1.439304084720121
1670,10,326,Behind,Basket,RubberDuck,2670,47569,-1234,0.6839139344262295,14473,1.437303601643703
1671,10,327,Behind,Basket,Teddy,7825,47569,-2186,0.781640195784637,16091,1.5111824131139209
1672,10,328,Behind,CardboardBoxNoFlaps,BeachBall,10139,61514,4515,1.8028093883357041,12949,1.266632348399053
1673,10,329,Behind,CardboardBoxNoFlaps,Knight,5216,61514,164,1.0324623911322248,11553,1.2312403674866397
1674,10,330,Behind,CardboardBoxNoFlaps,Lego,7141,61514,4821,3.0780172413793103,11582,1.2319554594248177
1675,10,331,Behind,CardboardBoxNoFlaps,Pineapple,5439,61514,1362,1.3340691685062547,11096,1.2200801301122615
1676,10,332,Behind,CardboardBoxNoFlaps,PingPong,6018,61514,3421,2.3172891798228727,11742,1.2359157759382786
1677,10,333,Behind,CardboardBoxNoFlaps,Robot,3690,61514,498,1.156015037593985,11305,1.2251588360652472
1678,10,334,Behind,CardboardBoxNoFlaps,RubberDuck,4591,61514,2706,2.4355437665782493,10937,1.2162445380311209
1679,10,335,Behind,CardboardBoxNoFlaps,Teddy,9854,61514,2342,1.3117678381256657,12391,1.252244366182847
1680,10,336,Behind,ShortBoxNoFlaps,BeachBall,10139,44594,4514,1.8024888888888888,10383,1.3034988746309666
1681,10,337,Behind,ShortBoxNoFlaps,Knight,5216,44594,163,1.032258064516129,8987,1.2523941921532282
1682,10,338,Behind,ShortBoxNoFlaps,Lego,7141,44594,4820,3.076691081430418,9016,1.2534150317612007
1683,10,339,Behind,ShortBoxNoFlaps,Pineapple,5439,44594,1361,1.3337420304070622,8530,1.2365239574090505
1684,10,340,Behind,ShortBoxNoFlaps,PingPong,6018,44594,3421,2.3172891798228727,9175,1.259041757248934
1685,10,341,Behind,ShortBoxNoFlaps,Robot,3690,44594,497,1.1556529909176323,8739,1.2437316971133734
1686,10,342,Behind,ShortBoxNoFlaps,RubberDuck,4591,44594,2705,2.434252386002121,8371,1.23109626480413
1687,10,343,Behind,ShortBoxNoFlaps,Teddy,9854,44594,2341,1.3115932383867963,9825,1.2825793091547069
1688,10,344,Behind,WoodenBasket,BeachBall,7284,53062,-2119,0.7746463894501755,21319,1.6716126390070252
1689,10,345,Behind,WoodenBasket,Knight,4035,53062,-2929,0.579408385985066,18064,1.5161437796445512
1690,10,346,Behind,WoodenBasket,Lego,3940,53062,-2408,0.6206679269061122,20011,1.60545823121842
1691,10,347,Behind,WoodenBasket,Pineapple,3733,53062,-2234,0.6256075079604492,17533,1.493484196008894
1692,10,348,Behind,WoodenBasket,PingPong,2480,53062,-3660,0.40390879478827363,19727,1.591780410979451
1693,10,349,Behind,WoodenBasket,Robot,2501,53020,-2294,0.521584984358707,17354,1.4865698424269613
1694,10,350,Behind,WoodenBasket,RubberDuck,2242,53062,-1601,0.5833983866770752,17471,1.4908825264814138
1695,10,351,Behind,WoodenBasket,Teddy,7228,53062,-2488,0.7439275421984356,19186,1.5663596646593458
1696,10,320,Far Behind,Basket,BeachBall,5694,47569,-4349,0.5669620631285472,18611,1.6426894122522273
1697,10,321,Far Behind,Basket,Knight,4305,47569,-2749,0.6102920328891409,14948,1.4582324269642255
1698,10,322,Far Behind,Basket,Lego,4947,47569,-2184,0.6937315944467817,18016,1.6096166209860252
1699,10,323,Far Behind,Basket,Pineapple,4186,47569,-1978,0.6791044776119403,14584,1.4421403668334092
1700,10,324,Far Behind,Basket,PingPong,4204,47569,-2879,0.5935338133559226,17627,1.5887048293367176
1701,10,325,Far Behind,Basket,Robot,4022,47569,-863,0.8233367451381781,14519,1.439304084720121
1702,10,326,Far Behind,Basket,RubberDuck,5191,47569,1287,1.3296618852459017,14473,1.437303601643703
1703,10,327,Far Behind,Basket,Teddy,6331,47569,-3680,0.6324043552092699,16091,1.5111824131139209
1704,10,328,Far Behind,CardboardBoxNoFlaps,BeachBall,5694,61514,70,1.0124466571834994,12949,1.266632348399053
1705,10,329,Far Behind,CardboardBoxNoFlaps,Knight,4305,61514,-747,0.8521377672209026,11553,1.2312403674866397
1706,10,330,Far Behind,CardboardBoxNoFlaps,Lego,4947,61514,2627,2.1323275862068964,11582,1.2319554594248177
1707,10,331,Far Behind,CardboardBoxNoFlaps,Pineapple,4186,61514,109,1.0267353446161394,11096,1.2200801301122615
1708,10,332,Far Behind,CardboardBoxNoFlaps,PingPong,4204,61514,1607,1.6187909125914517,11742,1.2359157759382786
1709,10,333,Far Behind,CardboardBoxNoFlaps,Robot,4022,61514,830,1.2600250626566416,11305,1.2251588360652472
1710,10,334,Far Behind,CardboardBoxNoFlaps,RubberDuck,5191,61514,3306,2.753846153846154,10937,1.2162445380311209
1711,10,335,Far Behind,CardboardBoxNoFlaps,Teddy,6331,61514,-1181,0.8427848775292864,12391,1.252244366182847
1712,10,336,Far Behind,ShortBoxNoFlaps,BeachBall,5694,44594,69,1.0122666666666666,10383,1.3034988746309666
1713,10,337,Far Behind,ShortBoxNoFlaps,Knight,4305,44594,-748,0.8519691272511379,8987,1.2523941921532282
1714,10,338,Far Behind,ShortBoxNoFlaps,Lego,4947,44594,2626,2.1314088754847047,9016,1.2534150317612007
1715,10,339,Far Behind,ShortBoxNoFlaps,Pineapple,4186,44594,108,1.026483570377636,8530,1.2365239574090505
1716,10,340,Far Behind,ShortBoxNoFlaps,PingPong,4204,44594,1607,1.6187909125914517,9175,1.259041757248934
1717,10,341,Far Behind,ShortBoxNoFlaps,Robot,4022,44594,829,1.2596304415909803,8739,1.2437316971133734
1718,10,342,Far Behind,ShortBoxNoFlaps,RubberDuck,5191,44594,3305,2.7523860021208906,8371,1.23109626480413
1719,10,343,Far Behind,ShortBoxNoFlaps,Teddy,6331,44594,-1182,0.8426727006522029,9825,1.2825793091547069
1720,10,344,Far Behind,WoodenBasket,BeachBall,5694,53062,-3709,0.6055514197596512,21319,1.6716126390070252
1721,10,345,Far Behind,WoodenBasket,Knight,4305,53062,-2659,0.6181792073520965,18064,1.5161437796445512
1722,10,346,Far Behind,WoodenBasket,Lego,4947,53062,-1401,0.7793005671077504,20011,1.60545823121842
1723,10,347,Far Behind,WoodenBasket,Pineapple,4186,53062,-1781,0.7015250544662309,17533,1.493484196008894
1724,10,348,Far Behind,WoodenBasket,PingPong,4204,53062,-1936,0.6846905537459284,19727,1.591780410979451
1725,10,349,Far Behind,WoodenBasket,Robot,4022,53062,-773,0.8387904066736184,17396,1.4877474345314865
1726,10,350,Far Behind,WoodenBasket,RubberDuck,5191,53062,1348,1.3507676294561541,17471,1.4908825264814138
1727,10,351,Far Behind,WoodenBasket,Teddy,6331,53062,-3385,0.651605599011939,19186,1.5663596646593458
1728,10,320,Support,Basket,BeachBall,24361,41940,14318,2.4256696206312856,12982,1.448304440914428
1729,10,321,Support,Basket,Knight,15706,43424,8652,2.2265381343918342,10803,1.3311670396370436
1730,10,322,Support,Basket,Lego,19421,43527,12290,2.7234609451689806,13974,1.4728453964064563
1731,10,323,Support,Basket,Pineapple,15241,43481,9077,2.4725827384815053,10496,1.3182052448082462
1732,10,324,Support,Basket,PingPong,14692,47479,7609,2.07426231822674,17537,1.5856990181016632
1733,10,325,Support,Basket,Robot,10777,45968,5892,2.206141248720573,12918,1.3908623298033282
1734,10,326,Support,Basket,RubberDuck,19647,39823,15743,5.032530737704918,6727,1.2032571912013537
1735,10,327,Support,Basket,Teddy,26769,39990,16758,2.673958645489961,8512,1.2704110807548128
1736,10,328,Support,CardboardBoxNoFlaps,BeachBall,24361,50866,18737,4.331614509246088,2301,1.0473798002676824
1737,10,329,Support,CardboardBoxNoFlaps,Knight,14658,55236,9606,2.901425178147268,5275,1.1055823542363044
1738,10,330,Support,CardboardBoxNoFlaps,Lego,19421,51658,17101,8.371120689655172,1726,1.0345670111351437
1739,10,331,Support,CardboardBoxNoFlaps,Pineapple,15040,54033,10963,3.6889870002452785,3615,1.0717005831250743
1740,10,332,Support,CardboardBoxNoFlaps,PingPong,14692,57025,12095,5.657296881016557,7253,1.145724503737041
1741,10,333,Support,CardboardBoxNoFlaps,Robot,9776,57755,6584,3.06265664160401,7546,1.1502917803581032
1742,10,334,Support,CardboardBoxNoFlaps,RubberDuck,19342,48496,17457,10.261007957559682,-2081,0.9588548154299386
1743,10,335,Support,CardboardBoxNoFlaps,Teddy,26219,49330,18707,3.4902822151224706,207,1.0042139120167741
1744,10,336,Support,ShortBoxNoFlaps,BeachBall,24361,34192,18736,4.330844444444445,-19,0.9994446230744497
1745,10,337,Support,ShortBoxNoFlaps,Knight,14658,38562,9605,2.9008509796160697,2955,1.0829892998567698
1746,10,338,Support,ShortBoxNoFlaps,Lego,19421,35002,17100,8.367514002585093,-576,0.983810219798752
1747,10,339,Support,ShortBoxNoFlaps,Pineapple,15040,37359,10962,3.6880823933300637,1295,1.0359083850931676
1748,10,340,Support,ShortBoxNoFlaps,PingPong,14692,40373,12095,5.657296881016557,4954,1.1398684321974082
1749,10,341,Support,ShortBoxNoFlaps,Robot,9776,41081,6583,3.0616974632007516,5226,1.1457537303026077
1750,10,342,Support,ShortBoxNoFlaps,RubberDuck,19338,31937,17452,10.253446447507953,-4286,0.8816773872953648
1751,10,343,Support,ShortBoxNoFlaps,Teddy,26199,32676,18686,3.4871555969652603,-2093,0.9398026978055164
1752,10,344,Support,WoodenBasket,BeachBall,24361,47370,14958,2.5907689035414228,15627,1.4922975144126265
1753,10,345,Support,WoodenBasket,Knight,14844,50323,7880,2.131533601378518,15325,1.4378821646951254
1754,10,346,Support,WoodenBasket,Lego,19421,48836,13073,3.0593887838689353,15785,1.4775952316117515
1755,10,347,Support,WoodenBasket,Pineapple,15170,49337,9203,2.5423160717278366,13808,1.3886402656984436
1756,10,348,Support,WoodenBasket,PingPong,14692,53226,8552,2.3928338762214985,19891,1.5967001649917505
1757,10,349,Support,WoodenBasket,Robot,9946,52903,5151,2.0742440041710113,17237,1.4832894072786407
1758,10,350,Support,WoodenBasket,RubberDuck,19551,45281,15708,5.087431693989071,9690,1.272259840971032
1759,10,351,Support,WoodenBasket,Teddy,26518,45507,16802,2.7293124742692467,11631,1.3433404179950408
1760,11,352,Containment,Basket,BeachBall,6849,20766,0,1.0,0,1.0
1761,11,353,Containment,Basket,Knight,5023,23048,0,1.0,0,1.0
1762,11,354,Containment,Basket,Lego,4628,21036,0,1.0,0,1.0
1763,11,355,Containment,Basket,Pineapple,4191,23395,0,1.0,0,1.0
1764,11,356,Containment,Basket,PingPong,4581,21438,0,1.0,0,1.0
1765,11,357,Containment,Basket,Robot,3375,23316,0,1.0,0,1.0
1766,11,358,Containment,Basket,RubberDuck,2696,23296,0,1.0,0,1.0
1767,11,359,Containment,Basket,Teddy,7094,22406,0,1.0,0,1.0
1768,11,360,Containment,CardboardBoxNoFlaps,BeachBall,3944,33889,0,1.0,0,1.0
1769,11,361,Containment,CardboardBoxNoFlaps,Knight,3715,34795,0,1.0,0,1.0
1770,11,362,Containment,CardboardBoxNoFlaps,Lego,1441,34820,0,1.0,0,1.0
1771,11,363,Containment,CardboardBoxNoFlaps,Pineapple,2878,35131,0,1.0,0,1.0
1772,11,364,Containment,CardboardBoxNoFlaps,PingPong,1769,34640,0,1.0,0,1.0
1773,11,365,Containment,CardboardBoxNoFlaps,Robot,2224,34928,0,1.0,0,1.0
1774,11,366,Containment,CardboardBoxNoFlaps,RubberDuck,1232,35225,0,1.0,0,1.0
1775,11,367,Containment,CardboardBoxNoFlaps,Teddy,5523,34162,0,1.0,0,1.0
1776,11,368,Containment,ShortBoxNoFlaps,BeachBall,3944,24051,0,1.0,0,1.0
1777,11,369,Containment,ShortBoxNoFlaps,Knight,3715,24957,0,1.0,0,1.0
1778,11,370,Containment,ShortBoxNoFlaps,Lego,1442,24981,0,1.0,0,1.0
1779,11,371,Containment,ShortBoxNoFlaps,Pineapple,2878,25293,0,1.0,0,1.0
1780,11,372,Containment,ShortBoxNoFlaps,PingPong,1769,24802,0,1.0,0,1.0
1781,11,373,Containment,ShortBoxNoFlaps,Robot,2224,25090,0,1.0,0,1.0
1782,11,374,Containment,ShortBoxNoFlaps,RubberDuck,1233,25386,0,1.0,0,1.0
1783,11,375,Containment,ShortBoxNoFlaps,Teddy,5523,24324,0,1.0,0,1.0
1784,11,376,Containment,WoodenBasket,BeachBall,6411,22716,0,1.0,0,1.0
1785,11,377,Containment,WoodenBasket,Knight,4971,24737,0,1.0,0,1.0
1786,11,378,Containment,WoodenBasket,Lego,4090,23520,0,1.0,0,1.0
1787,11,379,Containment,WoodenBasket,Pineapple,4072,25228,0,1.0,0,1.0
1788,11,380,Containment,WoodenBasket,PingPong,3939,23791,0,1.0,0,1.0
1789,11,381,Containment,WoodenBasket,Robot,3338,25119,0,1.0,0,1.0
1790,11,382,Containment,WoodenBasket,RubberDuck,2572,25151,0,1.0,0,1.0
1791,11,383,Containment,WoodenBasket,Teddy,6892,24101,0,1.0,0,1.0
1792,11,352,High Containment,Basket,BeachBall,14626,21294,7777,2.1354942327347057,528,1.0254261774053741
1793,11,353,High Containment,Basket,Knight,8641,27380,3618,1.7202866812661757,4332,1.1879555709822978
1794,11,354,High Containment,Basket,Lego,12277,23643,7649,2.6527657735522903,2607,1.1239304050199659
1795,11,355,High Containment,Basket,Pineapple,8616,27337,4425,2.055833929849678,3942,1.168497542209874
1796,11,356,High Containment,Basket,PingPong,9559,26361,4978,2.086662300807684,4923,1.2296389588581025
1797,11,357,High Containment,Basket,Robot,6357,29563,2982,1.8835555555555556,6247,1.2679276033624978
1798,11,358,High Containment,Basket,RubberDuck,10433,25487,7737,3.869807121661721,2191,1.0940504807692308
1799,11,359,High Containment,Basket,Teddy,15020,20994,7926,2.117282210318579,-1412,0.9369811657591717
1800,11,360,High Containment,CardboardBoxNoFlaps,BeachBall,9019,37897,5075,2.286764705882353,4008,1.1182684646935583
1801,11,361,High Containment,CardboardBoxNoFlaps,Knight,5785,41644,2070,1.557200538358008,6849,1.1968386262394022
1802,11,362,High Containment,CardboardBoxNoFlaps,Lego,6114,40675,4673,4.242886884108258,5855,1.1681504882251579
1803,11,363,High Containment,CardboardBoxNoFlaps,Pineapple,5039,42204,2161,1.7508686587908269,7073,1.2013321567846063
1804,11,364,High Containment,CardboardBoxNoFlaps,PingPong,6750,40039,4981,3.8157150932730355,5399,1.1558602771362587
1805,11,365,High Containment,CardboardBoxNoFlaps,Robot,4226,42618,2002,1.900179856115108,7690,1.2201672010994045
1806,11,366,High Containment,CardboardBoxNoFlaps,RubberDuck,4311,42478,3079,3.499188311688312,7253,1.205904897090135
